Indicateur;label;Population_generale;Personnes_agees;Enfants__adolescents__jeunes_adultes;Population_precaire;Personnes_handicapees;Femmes__accouchement_grossesse____Perinatalite;Diabete_et_autres_maladies_endocriniennes;Sante_mentale;Cancer;Maladie_de_l_appareil_genito_urinaire__dont_les_insuffisances_renales_chroniques_;Maladies_cardiovasculaires;Maladies_neurologiques_ou_degeneratives;Maladies_respiratoires_;Maladies_de_l_appareil_digestif;Maladies_infectieuses;Pathologies_du_systeme_osteo_articulaire;Traumatismes_et_pathologie_accidentelle;Autres_pathologies;Coordination_continuite;Qualite_et_securite_des_soins;Prevention_depistage;Accessibilite__geographique__financier__autres_;Habitudes_de_vie_et_addictions;Determinants_environnementaux;E_sante__systemes_d_information_de_sante__telesante__telemedecine_;Droits_d_usagers_democratie_sanitaire;Mesures_d_inegalites_et_de_disparites_territoriales_de_sante;Contexte_demographique_et_socio_economique;Offre_de_soins;Offre_medico_sociale;Recours_aux_soins;Protection_sociale;Depenses_de_sante;Etat_de_sante;index
Taux d'informatisation du pilotage médico-économique selon statut de l'établissement;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5980
Taux de réalisation d’au moins un frottis cervico-utérin ;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5982
Taux de réalisation d’au moins un frottis cervico-utérin ;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5985
Incidence estimée du cancer du Colon-rectum - Nombre de cas incidents annuels selon le sexe ;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6008
Incidence estimée du cancer du Foie - Nombre de cas incidents annuels selon le sexe ;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6011
Incidence estimée du cancer de la Thyroïde - Nombre de cas incidents annuels selon le sexe ;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6024
Incidence estimée du cancer du Corps de l'utérus - Taux d'incidence standardisé (population mondiale) chez les femmes ;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6028
Incidence estimée du cancer de la Thyroïde - Taux d'incidence standardisé (population mondiale) selon le sexe ;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6043
Mortalité estimée du cancer du Foie - Taux de mortalité standardisé (population mondiale) selon le sexe ;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6068
Incidence estimée du cancer Mélanome cutané - Nombre de cas incidents annuels par sexe et par classe d'âge ;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;6090
Mortalité estimée du cancer Mélanome cutané - Nombre de décès annuels par sexe et par classe d'âge ;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6128
Nombre de cas incidents annuel projeté en 2015 du cancer de la Prostate chez les hommes et par classe d'âge;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6198
Taux d'incidence standardisé (population mondiale) projeté en 2015 du cancer des Testicules chez les hommes et par classe d'âge;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6221
Taux de mortalité standardisé (population mondiale) projeté en 2015 du cancer du  Colon-rectum par sexe et par classe d'âge;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6244
Taux de mortalité standardisé (population mondiale) projeté en 2015 du cancer de la Prostate chez les hommes et par classe d'âge;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6255
Prévalence totale du cancer de l'Estomac chez l'homme par classe d'âge ;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6286
Prévalence totale du Mélanome de la peau chez l'homme par classe d'âge ;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6294
Prévalence totale du Myélome chez l'homme par classe d'âge ;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6295
Prévalence totale du cancer du Système nerveux central chez l'homme par classe d'âge ;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6300
Prévalence partielle (à 1 an, 3 ans, 5 ans, 10 ans) du cancer du Leucémie aiguë chez la femme par classe d'âge ;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6312
Prévalence partielle (à 1 an, 3 ans, 5 ans, 10 ans) du cancer du Estomac chez l'homme par classe d'âge ;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6330
Survie nette (à 1 an, à 3 ans, à 5 ans) des patients diagnostiqués entre 2005 et 2010 pour un cancer du Sein;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6369
Survie nette (à 1 an, à 3 ans, à 5 ans) standardisée des patients diagnostiqués entre 2005 et 2010 pour un cancer des Autres organes de l'appareil urinaire;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6391
Survie nette standardisée (à 1 an, à 3 ans, à 5 ans) des patients diagnostiqués entre 1989 et 2010 pour un cancer de l'Oesophage;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6451
Survie nette standardisée (à 1 an, à 3 ans, à 5 ans) des patients diagnostiqués entre 1989 et 2010 pour un Lymphome de Hodgkin;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6472
Survie observée (à 1 an, à 3 ans, à 5 ans) des patients diagnostiqués entre 1989 et 2010 pour un Lymphome de Hodgkin;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6497
Nombre d'établissements de santé autorisés pour la pratique de la chimiothérapie, de la radiothérapie et de la chirurgie dans le traitement des cancers;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;6530
Nombre de radiophysiciens par classe d'âge;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;6547
Usage quotidien d'alcool à 17 ans - sex ratio;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6729
Expérimentation d'ivresse alcoolique à 17 ans - évolution (garçons);1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6753
Ivresses alcooliques régulières à 17 ans - évolution test;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6780
Usage régulier d'alcool à 15-75 ans (hommes);1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6840
Expérimentation de tabac à 17 ans - évolution test;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6870
Usage quotidien de tabac à 17 ans - évolution test (garçons);1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6900
Usage de tabac dans le mois à 15-75ans;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6936
Usage actuel de tabac à 15-75 ans (hommes);1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6937
Usage actuel de tabac à 15-75ans (filles);1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6938
Usage quotidien de tabac à 15-75ans;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6939
Usage quotidien de tabac à 15-75 ans (hommes);1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6940
Usage quotidien de tabac à 15-75ans (filles);1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6941
Usage occasionnel de tabac à 15-75ans;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6942
Usage occasionnel de tabac à 15-75 ans (hommes);1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6943
Usage occasionnel de tabac à 15-75ans (filles);1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6944
Usage intensif de tabac à 15-75ans;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6945
Usage intensif de tabac à 15-75 ans (hommes);1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6946
Usage intensif de tabac à 15-75ans (filles);1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6947
Expérimentation de cannabis à 17 ans - comparaison avec la métropole;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6953
Expérimentation de cannabis à 17 ans (garçons) - comparaison avec la métropole;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6955
Usage quotidien de cannabis à 17 ans (garçons);1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7010
Usage quotidien de cannabis à 17 ans - comparaison  sexe;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7021
Expérimentation de cannabis à 15-64 ans;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7022
Expérimentation de cannabis à 15-64 ans (hommes);1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7024
Usage de cannabis dans l'année à 15-64 ans;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7025
Usage de cannabis dans l'année à 15-64 ans (hommes);1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7027
Usage de cannabis dans le mois à 15-64 ans;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7028
Usage de cannabis dans le mois à 15-64 ans (hommes);1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7030
Usage régulier de cannabis à 15-64 ans;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7031
Usage régulier de cannabis à 15-64 ans (hommes);1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7033
Consultations en CSAPA pour 10 000 habitants de 20 à 39 ans - produits : opiacés / stimulants;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;7034
Expérimentation d'héroïne à 17 ans - évolution test;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7100
Expérimentation d'amphétamines à 17 ans - évolution;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7141
Expérimentation d'amphétamines à 17 ans - évolution test;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7142
Expérimentation d'amphétamines à 17 ans - évolution test (garçons);1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7144
Expérimentation d'amphétamines à 17 ans - évolution (filles);1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7145
Expérimentation d'amphétamines à 17 ans - évolution test (filles);1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7146
Expérimentation d'amphétamines à 17 ans - sex ratio;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7147
Expérimentation de LSD à 17 ans - comparaison  sexe;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7162
Expérimentation de poppers à 15-64 ans;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7177
Expérimentation de poppers à 15-64 ans (hommes);1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7179
Usage dans l'année de poppers à 15-64 ans;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7180
Usage dans l'année de poppers à 15-64 ans (hommes);1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7182
Expérimentation d'ecstasy à 15-64 ans;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7183
Expérimentation d'ecstasy à 15-64 ans (hommes);1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7185
Usage dans l'année d'ecstasy à 15-64 ans;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7186
Usage dans l'année d'ecstasy à 15-64 ans (hommes);1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7188
Expérimentation de cocaïne à 15-64 ans;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7189
Expérimentation de cocaïne à 15-64 ans (hommes);1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7191
Usage dans l'année de cocaïne à 15-64 ans;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7192
Usage dans l'année de cocaïne à 15-64 ans (hommes);1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7194
Expérimentation d'héroïne à 15-64 ans;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7195
Expérimentation d'héroïne à 15-64 ans (hommes);1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7197
Usage dans l'année d'héroïne à 15-64 ans;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7198
Usage dans l'année d'héroïne à 15-64 ans (hommes);1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7200
Expérimentation de produits à inhaler à 15-64 ans;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7201
Expérimentation de produits à inhaler à 15-64 ans (hommes);1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7203
Usage dans l'année de produits à inhaler à 15-64 ans;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7204
Usage dans l'année de produits à inhaler à 15-64 ans (hommes);1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7206
Expérimentation de champignons hallucinogènes à 15-64 ans;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7207
Expérimentation de champignons hallucinogènes à 15-64 ans (hommes);1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7209
Usage dans l'année de champignons hallucinogènes à 15-64 ans;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7210
Usage dans l'année de champignons hallucinogènes à 15-64 ans (hommes);1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7212
Expérimentation de crack à 15-64 ans;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7225
Expérimentation de crack à 15-64 ans (hommes);1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7227
Usage dans l'année de crack à 15-64 ans;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7228
Usage dans l'année de crack à 15-64 ans (hommes);1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7230
Expérimentation de médicaments psychotropes à 17 ans;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7231
Usage de médicaments psychotropes dans le mois à 17 ans;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7245
Usage de médicaments psychotropes dans le mois à 17 ans (garçons) - comparaison métropole;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7248
Usage de médicaments psychotropes dans le mois à 17 ans - évolution;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7251
Usage de médicaments psychotropes dans le mois à 17 ans - évolution test;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7252
Usage de médicaments psychotropes dans l'année à 17 ans - évolution;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7265
Usage de médicaments psychotropes dans l'année à 17 ans - sexe ratio;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7271
Usage de médicaments psychotropes dans l'année à 17 ans - comparaison sexe;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7272
Expérimentation de tranquillisants à 17 ans - comparaison sexe;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7300
Consultations en CSAPA (nombre total) - addictions sans substance;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7330
Dépenses de Médicaments par habitant;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7342
Part des Décès Toutes causes chez les hommes;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7352
Part des Décès par Tumeurs chez les femmes;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7353
Consommation moyenne remboursable par tête de soins de ville  par âge;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;7385
Honoraires des médecins libéraux Chirurgiens par secteur de conventionnement;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;7398
Répartition des médecins libéraux Omnipraticiens par secteur de conventionnement;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;7415
Part des dépassements des médecins libéraux Spécialistes  par secteur de conventionnement;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;7426
Nombre d’admissions en ALD 23 (Affection psychiatrique y compris maladie d'Alzheimer);1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;7468
Taux d’évolution annuel des admissions en ALD 8. Diabète;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;7482
Taux d’évolution annuel des admissions en ALD 23 + 15 Affections psychiatriques (yc maladie d'Alzheimer);1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;7483
Reste à charge annuel moyen par ménage après AMO et AMC par décile de niveau de vie, sur leurs dépenses de santé;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;1;0;7529
Taux de participation au dépistage organisé du cancer colorectal;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7551
Economies liées aux fraudes et aux activités fautives détectées et stoppées (en millions d’euros);1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7602
Répartition par poste des indemnités légales AT-MP accidents du travail, d’accidents de trajet et de maladies professionnelles versées par la CNAMTS;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;7606
Fréquence des accidents de trajet avec arrêt par secteur d’activité ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7615
Montants mensuels moyens de l’allocation de cessation anticipée d’activité des travailleurs de l’amiante ACAATA;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;7630
Nombre de reconnaissances de maladies professionnelles suite aux avis donnés par les CRRMP hors tableaux (alinéa 4);1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;7643
Part des montants récupérés dans le cadre des procédures de recours contre tiers dans le montant des dépenses par régime ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7650
Nombre de personnes vivant en logement ordinaire et ayant des incapacités par groupe de population et grande classe d'âge;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;7651
Écarts d'équipement interrégionaux et interdépartementaux en établissements et services médico-sociaux en nombre de places pour 1000 enfants;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;7688
Nombre total de structures MS confondues pour enfants;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;7741
Nombre places dédiées au handicap psychique dans l'ensemble des structures MS confondues pour enfants;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;7761
Nombre places dédiées au handicap psychique dans l'ensemble des toutes structures MS confondues pour adultes;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;7765
PSY Nombre patients en soins sans consentement* ;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;7776
